airline,flight_number,departure_airport,arrival_airport,departure_iata,arrival_iata,departure_time,arrival_time,status
empty,,Bairnsdale,Moruya,BSJ,MYA,2025-07-30 13:45:00+00:00,2025-07-30 15:42:00+00:00,active
AJet,4073,Dalaman,Esenboga International,DLM,ESB,2025-07-30 12:55:00+00:00,2025-07-30 14:10:00+00:00,scheduled
AJet,4205,Hatay,Esenboga International,HTY,ESB,2025-07-30 12:50:00+00:00,2025-07-30 14:05:00+00:00,scheduled
Turkish Airlines,3004,Sabiha Gokcen,Esenboga International,SAW,ESB,2025-07-30 13:00:00+00:00,2025-07-30 14:05:00+00:00,scheduled
AJet,4145,Edremit/korfez,Esenboga International,EDO,ESB,2025-07-30 12:35:00+00:00,2025-07-30 13:50:00+00:00,scheduled
Ryanair,6401,Milano Malpensa,Liberi,MXP,PSR,2025-07-30 08:45:00+00:00,2025-07-30 10:05:00+00:00,scheduled
Air Dolomiti,8269,Milano Malpensa,Franz Josef Strauss,MXP,MUC,2025-07-30 08:45:00+00:00,2025-07-30 09:55:00+00:00,scheduled
ANA,6869,Milano Malpensa,Franz Josef Strauss,MXP,MUC,2025-07-30 08:45:00+00:00,2025-07-30 09:55:00+00:00,scheduled
Lufthansa,9513,Milano Malpensa,Franz Josef Strauss,MXP,MUC,2025-07-30 08:45:00+00:00,2025-07-30 09:55:00+00:00,scheduled
Gol,1717,Marechal Cunha Machado,Presidente Juscelino Kubitschek,SLZ,BSB,2025-07-30 05:15:00+00:00,2025-07-30 07:45:00+00:00,scheduled
TAP Air Portugal,5811,Marechal Cunha Machado,Presidente Juscelino Kubitschek,SLZ,BSB,2025-07-30 05:15:00+00:00,2025-07-30 07:45:00+00:00,scheduled
Jin Air,918,Guam International,Seoul (Incheon),GUM,ICN,2025-07-30 03:40:00+00:00,2025-07-30 07:20:00+00:00,landed
Azul,3123,Marechal Cunha Machado,Presidente Juscelino Kubitschek,SLZ,BSB,2025-07-30 05:15:00+00:00,2025-07-30 07:45:00+00:00,scheduled
Japan Airlines,7229,San Luis Potosi,Dallas/Fort Worth International,SLP,DFW,2025-07-30 05:14:00+00:00,2025-07-30 08:39:00+00:00,scheduled
Air India Express,394,Kuwait International,Kozhikode Airport,KWI,CCJ,2025-07-30 12:55:00+00:00,2025-07-30 20:25:00+00:00,scheduled
Jazeera Airways,221,Kuwait International,King Khaled International,KWI,RUH,2025-07-30 12:55:00+00:00,2025-07-30 14:15:00+00:00,scheduled
Jazeera Airways,101,Kuwait International,Bahrain International,KWI,BAH,2025-07-30 12:15:00+00:00,2025-07-30 13:20:00+00:00,scheduled
Jazeera Airways,213,Kuwait International,King Abdulaziz International,KWI,JED,2025-07-30 12:15:00+00:00,2025-07-30 14:40:00+00:00,scheduled
Saudia,505,Kuwait International,King Abdulaziz International,KWI,JED,2025-07-30 12:05:00+00:00,2025-07-30 14:30:00+00:00,scheduled
Kuwait Airways,6105,Kuwait International,King Abdulaziz International,KWI,JED,2025-07-30 12:05:00+00:00,2025-07-30 14:30:00+00:00,scheduled
Middle East Airlines,405,Kuwait International,Beirut Rafic Hariri Airport,KWI,BEY,2025-07-30 11:55:00+00:00,2025-07-30 14:15:00+00:00,scheduled
Kuwait Airways,6405,Kuwait International,Beirut Rafic Hariri Airport,KWI,BEY,2025-07-30 11:55:00+00:00,2025-07-30 14:15:00+00:00,scheduled
Qatar Airways,1071,Kuwait International,Doha International,KWI,DOH,2025-07-30 11:40:00+00:00,2025-07-30 13:10:00+00:00,scheduled
Virgin Australia,6328,Kuwait International,Doha International,KWI,DOH,2025-07-30 11:40:00+00:00,2025-07-30 13:10:00+00:00,scheduled
Gulf Air,214,Kuwait International,Bahrain International,KWI,BAH,2025-07-30 11:35:00+00:00,2025-07-30 12:40:00+00:00,scheduled
Thai Airways International,4694,Kuwait International,Bahrain International,KWI,BAH,2025-07-30 11:35:00+00:00,2025-07-30 12:40:00+00:00,scheduled
Kuwait Airways,743,Kuwait International,King Fahd International Airport,KWI,DMM,2025-07-30 11:35:00+00:00,2025-07-30 12:45:00+00:00,scheduled
Saudia,6543,Kuwait International,King Fahd International Airport,KWI,DMM,2025-07-30 11:35:00+00:00,2025-07-30 12:45:00+00:00,scheduled
Jazeera Airways,271,Kuwait International,Gassim Regional Airport,KWI,ELQ,2025-07-30 11:25:00+00:00,2025-07-30 12:40:00+00:00,scheduled
Jazeera Airways,211,Kuwait International,King Abdulaziz International,KWI,JED,2025-07-30 11:10:00+00:00,2025-07-30 13:35:00+00:00,scheduled
Kuwait Airways,539,Kuwait International,Sharm el-Sheikh International Airport,KWI,SSH,2025-07-30 11:00:00+00:00,2025-07-30 13:30:00+00:00,scheduled
Saudia,513,Kuwait International,King Khaled International,KWI,RUH,2025-07-30 10:50:00+00:00,2025-07-30 12:15:00+00:00,scheduled
Kuwait Airways,6113,Kuwait International,King Khaled International,KWI,RUH,2025-07-30 10:50:00+00:00,2025-07-30 12:15:00+00:00,scheduled
Jazeera Airways,305,Kuwait International,Sabiha Gokcen,KWI,SAW,2025-07-30 10:30:00+00:00,2025-07-30 14:15:00+00:00,scheduled
Etihad Airways,654,Kuwait International,Abu Dhabi International,KWI,AUH,2025-07-30 10:25:00+00:00,2025-07-30 13:05:00+00:00,scheduled
Kuwait Airways,6802,Kuwait International,Abu Dhabi International,KWI,AUH,2025-07-30 10:25:00+00:00,2025-07-30 13:05:00+00:00,scheduled
Air Arabia Abu Dhabi,2230,Kuwait International,Abu Dhabi International,KWI,AUH,2025-07-30 10:25:00+00:00,2025-07-30 13:05:00+00:00,scheduled
Air Arabia Abu Dhabi,21,Kuwait International,Abu Dhabi International,KWI,AUH,2025-07-30 10:25:00+00:00,2025-07-30 13:05:00+00:00,scheduled
Etihad Airways,1381,Kuwait International,Abu Dhabi International,KWI,AUH,2025-07-30 10:25:00+00:00,2025-07-30 13:05:00+00:00,scheduled
VistaJet,645,Kuwait International,Ioannis Kapodistrias,KWI,CFU,2025-07-30 10:20:00+00:00,2025-07-30 14:51:00+00:00,scheduled
Kuwait Airways,511,Kuwait International,Mashad,KWI,MHD,2025-07-30 10:15:00+00:00,2025-07-30 13:00:00+00:00,scheduled
Shenzhen Airlines,5052,Guiyang,Xianyang,KWE,XIY,2025-07-30 13:00:00+00:00,2025-07-30 14:50:00+00:00,active
China Eastern Airlines,3651,Guiyang,Xianyang,KWE,XIY,2025-07-30 13:00:00+00:00,2025-07-30 14:50:00+00:00,active
Xiamen Airlines,7651,Guiyang,Xianyang,KWE,XIY,2025-07-30 13:00:00+00:00,2025-07-30 14:50:00+00:00,active
China Southern Airlines,256,Guiyang,Xianyang,KWE,XIY,2025-07-30 13:00:00+00:00,2025-07-30 14:50:00+00:00,active
9 Air Co,1327,Guiyang,Fuzhou,KWE,FOC,2025-07-30 12:50:00+00:00,2025-07-30 15:15:00+00:00,active
Shandong Airlines,2319,Guiyang,Taiyuan,KWE,TYN,2025-07-30 12:45:00+00:00,2025-07-30 15:05:00+00:00,active
China Express Air,6485,Guiyang,Taiyuan,KWE,TYN,2025-07-30 12:45:00+00:00,2025-07-30 15:05:00+00:00,active
Tibet Airlines,3131,Guiyang,Taiyuan,KWE,TYN,2025-07-30 12:45:00+00:00,2025-07-30 15:05:00+00:00,active
Air China LTD,4891,Guiyang,Taiyuan,KWE,TYN,2025-07-30 12:45:00+00:00,2025-07-30 15:05:00+00:00,active
Shenzhen Airlines,2623,Guiyang,Taiyuan,KWE,TYN,2025-07-30 12:45:00+00:00,2025-07-30 15:05:00+00:00,active
9 Air Co,1317,Guiyang,Lishe International Airport,KWE,NGB,2025-07-30 12:30:00+00:00,2025-07-30 14:55:00+00:00,unknown
West Air (China),6295,Guiyang,Nanjing Lukou International Airport,KWE,NKG,2025-07-30 12:30:00+00:00,2025-07-30 15:00:00+00:00,active
Shandong Airlines,4804,Guiyang,Shiyan Wudangshan Airport,KWE,WDS,2025-07-30 12:25:00+00:00,2025-07-30 14:10:00+00:00,active
China Express Air,6504,Guiyang,Shiyan Wudangshan Airport,KWE,WDS,2025-07-30 12:25:00+00:00,2025-07-30 14:10:00+00:00,active
Tibet Airlines,3190,Guiyang,Shiyan Wudangshan Airport,KWE,WDS,2025-07-30 12:25:00+00:00,2025-07-30 14:10:00+00:00,active
empty,5089,Don Muang,Surat Thani,DMK,URT,2025-07-30 13:20:00+00:00,2025-07-30 14:35:00+00:00,scheduled
Nok Air,574,Don Muang,Surat Thani,DMK,URT,2025-07-30 13:20:00+00:00,2025-07-30 14:35:00+00:00,scheduled
Thai Lion Air,736,Don Muang,Surat Thani,DMK,URT,2025-07-30 12:25:00+00:00,2025-07-30 13:40:00+00:00,scheduled
Saudia,434,Jomo Kenyatta International,King Abdulaziz International,NBO,JED,2025-07-30 07:20:00+00:00,2025-07-30 11:10:00+00:00,active
Eurowings,6612,Pristina International,Frankfurt International Airport,PRN,FRA,2025-07-30 14:00:00+00:00,2025-07-30 16:30:00+00:00,scheduled
Lufthansa,5323,Pristina International,Frankfurt International Airport,PRN,FRA,2025-07-30 14:00:00+00:00,2025-07-30 16:30:00+00:00,scheduled
GP Aviation,606,Pristina International,Zurich,PRN,ZRH,2025-07-30 12:30:00+00:00,2025-07-30 14:20:00+00:00,scheduled
Austrian,768,Pristina International,Vienna International,PRN,VIE,2025-07-30 12:10:00+00:00,2025-07-30 13:45:00+00:00,scheduled
LOT - Polish Airlines,5024,Pristina International,Vienna International,PRN,VIE,2025-07-30 12:10:00+00:00,2025-07-30 13:45:00+00:00,scheduled
Lufthansa,6385,Pristina International,Vienna International,PRN,VIE,2025-07-30 12:10:00+00:00,2025-07-30 13:45:00+00:00,scheduled
